7	7	9	12	12	26	12	21	18	43	353	52	42	20	21	9	6	1	3	0	1	6	4	3	5	1	0	2	6	1	4	2	1	1	0	0	2	0	0	0	1	0	1	1	0	1	0	0	1	0	2	2	3	3	2	1	3	2	1	0	1	3	0	1	1	1	0	1	0	2	0	2	3	1	3	1	0	2	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	2	1	1	2	0	2	2	1	1	0	1	0	1	0	1	0	2	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	3	1	1	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0
6	6	7	13	9	9	10	19	18	23	52	217	41	24	17	11	4	2	3	2	4	1	1	3	2	3	0	0	5	1	1	1	0	2	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	1	2	2	2	1	0	2	1	0	0	1	1	1	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	2	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0
6	13	4	18	11	19	9	21	19	42	42	41	373	56	27	12	12	4	1	3	2	2	7	4	3	4	2	4	2	1	3	3	0	0	1	0	2	0	0	2	1	0	0	1	1	0	2	2	1	4	0	2	1	1	1	3	0	2	1	1	1	2	1	1	0	0	0	2	2	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	2	0	2	1	1	0	1	0	1	3	0	2	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	2	0	0	1	1	2	1	0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	3	1	0	3	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	1	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	2	0	0	0	0	1	1
9	13	10	8	8	7	13	12	13	35	20	24	56	379	64	37	20	2	8	7	2	4	5	6	8	4	0	3	3	1	2	2	1	2	1	0	1	2	0	4	2	0	0	1	1	2	1	2	1	1	4	1	6	1	2	1	1	0	1	2	1	4	0	1	3	0	1	0	0	0	0	1	0	0	0	1	0	0	3	1	2	0	1	2	0	1	0	1	0	2	0	1	0	1	1	1	0	0	0	1	3	0	0	0	1	0	1	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	1	1	3	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	3	0	0	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0
4	8	7	9	17	7	9	7	18	8	21	17	27	64	308	47	29	9	10	6	2	5	8	6	2	4	5	2	5	4	2	1	0	0	1	0	1	1	0	2	0	1	2	1	2	0	0	1	0	2	1	1	1	2	1	1	0	4	2	1	1	2	2	0	0	0	2	2	1	2	1	1	1	1	1	1	2	1	0	2	1	3	1	3	1	0	0	0	0	2	1	0	2	0	0	1	0	0	2	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	2
4	5	7	5	3	11	4	6	6	9	9	11	12	37	47	265	46	11	7	11	17	10	10	10	8	7	2	6	1	1	4	3	3	3	1	1	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	2	3	1	0	3	1	0	0	2	1	1	2	0	1	1	2	1	0	1	0	1	0	2	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
8	10	4	3	6	6	2	4	5	12	6	4	12	20	29	46	333	25	33	23	21	9	18	14	12	12	11	6	6	6	4	2	3	0	1	0	1	4	2	3	2	0	0	2	2	0	2	4	2	2	1	2	2	2	2	0	1	5	1	1	0	1	0	1	0	1	2	0	0	1	1	2	0	0	0	0	0	1	5	0	2	4	1	0	0	1	1	3	0	0	0	1	1	0	1	2	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
2	3	4	2	1	2	2	4	3	2	1	2	4	2	9	11	25	281	49	24	14	13	12	17	6	8	3	1	3	4	2	2	6	3	1	0	4	0	0	2	3	2	1	0	5	1	1	4	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0	1	1	1	0	0	1	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	1	3	0	5	2	1	2	1	2	3	3	1	8	10	7	33	49	346	99	51	12	35	21	13	6	7	4	4	16	12	7	8	4	0	2	0	4	1	2	0	3	5	3	4	2	1	2	2	0	3	1	0	1	1	1	2	1	1	0	0	0	3	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	2	1	0	3	1	1	2	1	1	3	2	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	2
4	2	1	2	0	2	2	2	2	1	0	2	3	7	6	11	23	24	99	394	55	15	35	17	19	8	6	7	12	8	7	5	9	7	5	1	1	3	0	4	3	2	3	3	3	3	0	3	0	2	3	0	1	0	2	1	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	1	3	2	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0	4	0	2	0	3	1	2	0	1	1	4	2	2	2	17	21	14	51	55	287	42	31	18	15	16	3	3	5	4	6	4	2	1	2	6	1	2	4	2	1	1	1	2	3	0	2	2	1	3	1	0	0	2	0	1	0	0	2	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	0	3	0	1	1	0	0	1	1	1	1	0	2	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1
0	1	0	1	0	1	2	0	6	0	6	1	2	4	5	10	9	13	12	15	42	235	40	21	15	21	8	5	2	5	7	5	4	6	0	2	2	1	1	0	1	1	1	0	1	1	0	1	0	0	2	0	0	1	1	0	1	0	0	0	2	1	1	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	1	1	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	1	0	1	2	1	2	1	1	1	4	1	7	5	8	10	18	12	35	35	31	40	325	52	29	34	21	11	11	16	11	10	14	4	2	4	5	4	2	7	4	2	0	1	2	2	4	1	0	1	0	1	1	1	0	0	2	0	1	3	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	2	2	0	0	0	1	1	0	0	1	0	2	0	1	1	0	0	0	1	0	0	2	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
